,NetID,Name,Last_Name,Email,First Name,Last Name,Homework 1,Homework 1 - Max Points,Homework 2,Homework 2 - Max Points,Homework 3,Homework 3 - Max Points,Homework 4,Homework 4 - Max Points,Homework 5,Homework 5 - Max Points,Homework 6,Homework 6 - Max Points,Homework 7,Homework 7 - Max Points,Homework 8,Homework 8 - Max Points,Homework 9,Homework 9 - Max Points,Homework 10,Homework 10 - Max Points,Exam 1,Exam 1 - Max Points,Exam 2,Exam 2 - Max Points,Exam 3,Exam 3 - Max Points,Grade ,Grade_2,Grade_3,Grade_4,Grade_5
130,sxs90647,smith, samantha,samantha.smith@univ.edu,Samantha,Smith,48.0,80,61,80,49,80,70,100,61,70,87,90,36,50,59,70,53,60,44,60,69,100,100,100,74,100,6,7,17,5,6
131,sxt33634,thomas, sandra,sandra.thomas@univ.edu,Sandra,Thomas,65.0,80,66,80,67,80,68,100,69,70,65,90,39,50,64,70,41,60,38,60,88,100,62,100,96,100,9,10,14,8,4
132,sxv18182,vasquez, sara,sara.vasquez@univ.edu,Sara,Vasquez,63.0,80,65,80,67,80,98,100,70,70,65,90,32,50,55,70,40,60,38,60,64,100,73,100,75,100,5,7,8,6,5
133,sxw76890,weber, samuel,samuel.weber@univ.edu,Samuel,Weber,71.0,80,78,80,74,80,86,100,69,70,81,90,31,50,48,70,55,60,44,60,79,100,96,100,86,100,6,12,14,5,6
134,tbr17292,raymond, troy bryan,troy.raymond@univ.edu,Troy,Raymond,50.0,80,59,80,79,80,98,100,65,70,68,90,44,50,66,70,45,60,49,60,91,100,67,100,100,100,7,7,14,7,5
135,tce09928,edwards, timothy caroline,timothy.edwards@univ.edu,Timothy,Edwards,49.0,80,72,80,60,80,87,100,49,70,84,90,30,50,49,70,39,60,60,60,68,100,73,100,71,100,6,14,6,5,7
136,tgl37922,leon, tammy gregory,tammy.leon@univ.edu,Tammy,Leon,63.0,80,75,80,63,80,70,100,64,70,87,90,33,50,55,70,47,60,42,60,88,100,90,100,87,100,4,14,17,6,4
137,thh29195,hernandez, taylor harold,taylor.hernandez@univ.edu,Taylor,Hernandez,54.0,80,52,80,53,80,67,100,56,70,77,90,33,50,57,70,52,60,46,60,92,100,83,100,98,100,11,12,14,5,9
138,tmo55387,ortega, tiffany maria,tiffany.ortega@univ.edu,Tiffany,Ortega,64.0,80,56,80,56,80,63,100,58,70,79,90,30,50,65,70,51,60,51,60,70,100,82,100,62,100,7,8,15,14,12
139,tsw14969,warren, tamara shawn,tamara.warren@univ.edu,Tamara,Warren,74.0,80,53,80,48,80,92,100,57,70,58,90,44,50,54,70,56,60,52,60,77,100,80,100,99,100,10,14,16,7,11
140,txf41578,foster, tommy,tommy.foster@univ.edu,Tommy,Foster,49.0,80,63,80,51,80,83,100,64,70,86,90,32,50,56,70,51,60,38,60,78,100,88,100,65,100,9,9,7,10,9
141,txj12345,joyce, traci,traci.joyce@univ.edu,Traci,Joyce,70.0,80,77,80,58,80,91,100,66,70,78,90,30,50,69,70,59,60,53,60,100,100,84,100,64,100,8,6,14,9,4
142,txj17476,johnson, tara,tara.johnson@univ.edu,Tara,Johnson,53.0,80,74,80,65,80,82,100,45,70,59,90,48,50,56,70,40,60,57,60,71,100,91,100,95,100,6,6,10,14,12
143,txp55047,parker, timothy,timothy.parker@univ.edu,Timothy,Parker,50.0,80,76,80,65,80,72,100,68,70,65,90,42,50,50,70,43,60,59,60,73,100,93,100,66,100,9,14,13,14,10
144,txr84689,ramirez, timothy,timothy.ramirez@univ.edu,Timothy,Ramirez,72.0,80,73,80,65,80,73,100,49,70,79,90,49,50,57,70,54,60,51,60,84,100,69,100,87,100,4,8,13,6,4
145,txt65366,terry, thomas,thomas.terry@univ.edu,Thomas,Terry,72.0,80,60,80,51,80,96,100,51,70,87,90,31,50,43,70,41,60,50,60,83,100,74,100,99,100,8,14,13,8,9
146,txw75701,washington, travis,travis.washington@univ.edu,Travis,Washington,64.0,80,67,80,56,80,92,100,50,70,85,90,46,50,69,70,40,60,52,60,94,100,74,100,68,100,11,13,10,9,8
147,vkb66346,boyd, victoria kimberly,victoria.boyd@univ.edu,Victoria,Boyd,58.0,80,61,80,75,80,99,100,52,70,86,90,34,50,51,70,40,60,50,60,68,100,93,100,69,100,9,8,6,6,8
148,wad63934,daniel, william austin,william.daniel@univ.edu,William,Daniel,48.0,80,60,80,72,80,76,100,65,70,60,90,38,50,62,70,51,60,36,60,84,100,91,100,95,100,9,10,10,9,5
149,wxb12345,barrera jr., woody,woody.barrera_jr@univ.edu,Woody,Barrera,55.0,80,62,80,73,80,83,100,68,70,87,90,36,50,43,70,45,60,46,60,86,100,62,100,90,100,4,10,11,7,10
