NetID,Name,Last_Name,Email,First Name,Last Name,Homework 1,Homework 1 - Max Points,Homework 2,Homework 2 - Max Points,Homework 3,Homework 3 - Max Points,Homework 4,Homework 4 - Max Points,Homework 5,Homework 5 - Max Points,Homework 6,Homework 6 - Max Points,Homework 7,Homework 7 - Max Points,Homework 8,Homework 8 - Max Points,Homework 9,Homework 9 - Max Points,Homework 10,Homework 10 - Max Points,Exam 1,Exam 1 - Max Points,Exam 2,Exam 2 - Max Points,Exam 3,Exam 3 - Max Points
thh29195,hernandez, taylor harold,TAYLOR.HERNANDEZ@UNIV.EDU,Taylor,Hernandez,54.0,80,52,80,53,80,67,100,56,70,77,90,33,50,57,70,52,60,46,60,92,100,83,100,98,100
tmo55387,ortega, tiffany maria,TIFFANY.ORTEGA@UNIV.EDU,Tiffany,Ortega,64.0,80,56,80,56,80,63,100,58,70,79,90,30,50,65,70,51,60,51,60,70,100,82,100,62,100
tsw14969,warren, tamara shawn,TAMARA.WARREN@UNIV.EDU,Tamara,Warren,74.0,80,53,80,48,80,92,100,57,70,58,90,44,50,54,70,56,60,52,60,77,100,80,100,99,100
txf41578,foster, tommy,TOMMY.FOSTER@UNIV.EDU,Tommy,Foster,49.0,80,63,80,51,80,83,100,64,70,86,90,32,50,56,70,51,60,38,60,78,100,88,100,65,100
txj12345,joyce, traci,TRACI.JOYCE@UNIV.EDU,Traci,Joyce,,80,77,80,58,80,91,100,66,70,78,90,30,50,69,70,59,60,53,60,100,100,84,100,64,100
txj17476,johnson, tara,TARA.JOHNSON@UNIV.EDU,Tara,Johnson,53.0,80,74,80,65,80,82,100,45,70,59,90,48,50,56,70,40,60,57,60,71,100,91,100,95,100
txp55047,parker, timothy,TIMOTHY.PARKER@UNIV.EDU,Timothy,Parker,50.0,80,76,80,65,80,72,100,68,70,65,90,42,50,50,70,43,60,59,60,73,100,93,100,66,100
txr84689,ramirez, timothy,TIMOTHY.RAMIREZ@UNIV.EDU,Timothy,Ramirez,72.0,80,73,80,65,80,73,100,49,70,79,90,49,50,57,70,54,60,51,60,84,100,69,100,87,100
txt65366,terry, thomas,THOMAS.TERRY@UNIV.EDU,Thomas,Terry,72.0,80,60,80,51,80,96,100,51,70,87,90,31,50,43,70,41,60,50,60,83,100,74,100,99,100
txw75701,washington, travis,TRAVIS.WASHINGTON@UNIV.EDU,Travis,Washington,64.0,80,67,80,56,80,92,100,50,70,85,90,46,50,69,70,40,60,52,60,94,100,74,100,68,100
vkb66346,boyd, victoria kimberly,VICTORIA.BOYD@UNIV.EDU,Victoria,Boyd,58.0,80,61,80,75,80,99,100,52,70,86,90,34,50,51,70,40,60,50,60,68,100,93,100,69,100
wad63934,daniel, william austin,WILLIAM.DANIEL@UNIV.EDU,William,Daniel,48.0,80,60,80,72,80,76,100,65,70,60,90,38,50,62,70,51,60,36,60,84,100,91,100,95,100
wxb12345,barrera jr., woody,WOODY.BARRERA_JR@UNIV.EDU,Woody,Barrera,55.0,80,62,80,73,80,83,100,68,70,87,90,36,50,43,70,45,60,46,60,86,100,62,100,90,100
